id,db_id,name,kind,frame_key,archive,frame_index,resolution
6948,6930,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",usda,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0_ fat, choice, cooked, grilled",1,1358,direct
6949,6931,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",usda,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0_ fat, select, cooked, grilled",1,3019,direct
6950,6932,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",usda,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0_ fat, all grades, raw",1,1367,direct
6951,6933,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",usda,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0_ fat, choice, raw",1,7710,direct
6952,6934,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",usda,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0_ fat, all grades, cooked, grilled",1,1900,direct
6953,6935,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",usda,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0_ fat, all grades, raw",1,10890,direct
6954,6936,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",usda,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0_ fat, choice, raw",1,5911,direct
6955,6937,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",usda,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0_ fat, select, raw",1,1535,direct
6956,6938,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",usda,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1_8_ fat, all grades, raw",1,6522,direct
6957,6939,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",usda,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1_8_ fat, all grades, cooked",1,4559,direct
6958,6940,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",usda,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1_8_ fat, choice, raw",1,4439,direct
6959,6941,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",usda,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1_8_ fat, choice, cooked",1,2931,direct
6960,6942,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, raw",usda,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1_8_ fat, select, raw",1,12131,direct
6961,6943,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",usda,"Beef, brisket, flat half, separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, braised",1,13953,direct
6962,6944,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",usda,"Beef, brisket, point half, separable lean and fat, trimmed to 1_8_ fat, all grades, raw",1,439,direct
6963,6945,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",usda,"Beef, brisket, point half, separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, braised",1,3023,direct
6964,6946,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",usda,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1_8_ fat, all grades, raw",1,1395,direct
6965,6947,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",usda,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1_8_ fat, select, cooked, braised",1,4990,direct
6966,6948,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",usda,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1_8_ fat, all grades, raw",1,5042,direct
6967,6949,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",usda,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, braised",1,10878,direct
6968,6950,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",usda,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1_8_ fat, choice, raw",1,4770,direct
6969,6951,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",usda,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0_ fat, choice, cooked, roasted",1,518,direct
6970,6952,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",usda,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0_ fat, select, cooked, roasted",1,1893,direct
6971,6953,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",usda,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1_8_ fat, all grades, raw",1,13620,direct
6972,6954,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",usda,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, broiled",1,10244,direct
6973,6955,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",usda,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, roasted",1,9152,direct
6974,6956,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",usda,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1_8_ fat, select, cooked, broiled",1,10598,direct
6975,6957,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",usda,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1_8_ fat, select, cooked, roasted",1,5487,direct
6976,6958,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",usda,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1_8_ fat, prime, raw",1,3733,direct
6977,6959,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",usda,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1_8_ fat, prime, cooked, broiled",1,10156,direct
6978,6960,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",usda,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1_8_ fat, choice, raw",1,10052,direct
6979,6961,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",usda,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1_8_ fat, choice, cooked, broiled",1,2458,direct
6980,6962,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",usda,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1_8_ fat, choice, cooked, roasted",1,9682,direct
6981,6963,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw",usda,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1_8_ fat, select, raw",1,3779,direct
6982,6964,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",usda,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1_8_ fat, all grades, raw",1,3674,direct
6983,6965,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",usda,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, broiled",1,8494,direct
6984,6966,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",usda,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, roasted",1,1011,direct
6985,6967,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",usda,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1_8_ fat, choice, raw",1,6934,direct
6986,6968,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",usda,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1_8_ fat, select, cooked, roasted",1,13681,direct
6987,6969,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",usda,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1_8_ fat, prime, raw",1,2025,direct
6988,6970,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",usda,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1_8_ fat, prime, cooked, broiled",1,2474,direct
6989,6971,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",usda,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1_8_ fat, prime, cooked, roasted",1,2730,direct
6990,6972,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, raw",usda,"Beef, round, full cut, separable lean and fat, trimmed to 1_8_ fat, select, raw",1,1348,direct
6991,6973,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",usda,"Beef, round, full cut, separable lean and fat, trimmed to 1_8_ fat, select, cooked, broiled",1,3238,direct
6992,6974,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",usda,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1_8_ fat, all grades, raw",1,2537,direct
6993,6975,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",usda,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, braised",1,4299,direct
6994,6976,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",usda,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1_8_ fat, select, cooked, braised",1,10163,direct
6995,6977,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",usda,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1_8_ fat, select, cooked, roasted",1,10550,direct
6996,6978,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",usda,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1_8_ fat, all grades, raw",1,10966,direct
6997,6979,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",usda,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, roasted",1,2604,direct
6998,6980,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",usda,"Beef, round, tip round, separable lean and fat, trimmed to 1_8_ fat, all grades, raw",1,6929,direct
6999,6981,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",usda,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, roasted",1,13958,direct
7000,6982,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, choice, raw",usda,"Beef, round, tip round, separable lean and fat, trimmed to 1_8_ fat, choice, raw",1,14047,direct
7001,6983,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",usda,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1_8_ fat, choice, cooked, roasted",1,2432,direct
7002,6984,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",usda,"Beef, round, top round, steak, separable lean and fat, trimmed to 1_8_ fat, all grades, raw",1,8360,direct
7003,6985,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",usda,"Beef, round, top round, separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, braised",1,5026,direct
7004,6986,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",usda,"Beef, round, top round steak, separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, broiled",1,178,direct
7005,6987,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",usda,"Beef, round, top round, steak, separable lean and fat, trimmed to 1_8_ fat, choice, raw",1,1359,direct
7006,6988,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",usda,"Beef, round, top round, steak, separable lean and fat, trimmed to 1_8_ fat, select, cooked, broiled",1,5449,direct
7007,6989,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, prime, raw",usda,"Beef, round, top round, separable lean and fat, trimmed to 1_8_ fat, prime, raw",1,533,direct
7008,6990,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",usda,"Beef, round, top round, steak, separable lean and fat, trimmed to 1_8_ fat, prime, cooked, broiled",1,6979,direct
7009,6991,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",usda,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0_ fat, select, raw",1,9609,direct
7010,6992,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",usda,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1_8_ fat, choice, cooked, grilled",1,12327,direct
7011,6993,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",usda,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1_8_ fat, all grades, raw",1,9205,direct
7012,6994,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",usda,"Beef, loin, top loin, separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, grilled",1,1376,direct
7013,6995,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",usda,"Beef, loin, top loin, separable lean and fat, trimmed to 1_8_ fat, choice, raw",1,145,direct
7014,6996,"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",usda,"Beef, short loin, top loin, separable lean and fat, trimmed to 1_8_ fat, prime, cooked, broiled",1,3433,direct
7015,6997,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",usda,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1_8_ fat, all grades, raw",1,843,direct
7016,6998,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",usda,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, broiled",1,3791,direct
7017,6999,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",usda,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1_8_ fat, all grades, cooked, roasted",1,12410,direct
7018,7000,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",usda,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1_8_ fat, choice, raw",1,2137,direct
7019,7001,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",usda,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1_8_ fat, select, cooked, roasted",1,3792,direct
7020,7002,"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, prime, raw",usda,"Beef, tenderloin, separable lean and fat, trimmed to 1_8_ fat, prime, raw",1,3129,direct
7021,7003,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",usda,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1_8_ fat, prime, cooked, broiled",1,8503,direct
7022,7004,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",usda,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1_8_ fat, prime, cooked, roasted",1,7705,direct
7023,7005,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",usda,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1_8_ fat, choice, cooked, pan-fried",1,1390,direct
7024,7006,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",usda,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1_8_ fat, select, raw",1,12760,direct
7025,7007,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",usda,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1_8_ fat, select, cooked, broiled",1,432,direct
7026,7008,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",usda,"Beef, chuck, clod roast, separable lean only, trimmed to 0_ fat, choice, cooked, roasted",1,7289,direct
7027,7009,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",usda,"Beef, flank, steak, separable lean and fat, trimmed to 0_ fat, select, cooked, broiled",1,10956,direct
7028,7010,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",usda,"Beef, brisket, flat half, separable lean and fat, trimmed to 0_ fat, select, cooked, braised",1,10551,direct
7029,7011,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",usda,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0_ fat, select, cooked, broiled",1,8532,direct
7030,7012,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",usda,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0_ fat, all grades, cooked, broiled",1,4480,direct
7031,7013,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",usda,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0_ fat, all grades, cooked, roasted",1,1477,direct
7032,7014,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, raw",usda,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0_ fat, select, raw",1,13880,direct
7033,7015,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",usda,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0_ fat, all grades, cooked, grilled",1,1587,direct
7034,7016,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",usda,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0_ fat, choice, cooked, broiled",1,42,direct
7035,7017,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",usda,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0_ fat, select, cooked, broiled",1,6393,direct
7036,7018,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",usda,"Beef, flank, steak, separable lean and fat, trimmed to 0_ fat, all grades, raw",1,4767,direct
7037,7019,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, raw",usda,"Beef, flank, steak, separable lean and fat, trimmed to 0_ fat, select, raw",1,1854,direct
7038,7020,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, raw",usda,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0_ fat, all grades, raw",1,5987,direct
7039,7021,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, raw",usda,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0_ fat, choice, raw",1,5938,direct
7040,7022,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",usda,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0_ fat, choice, cooked, braised",1,11507,direct
7041,7023,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",usda,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0_ fat, select, cooked, braised",1,6017,direct
7042,7024,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",usda,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0_ fat, all grades, cooked, braised",1,6544,direct
7043,7025,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",usda,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0_ fat, select, raw",1,5471,direct
7044,7026,"Beef, loin, bottom sirloin butt, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",usda,"Beef, loin, bottom sirloin butt, tri-tip roast, separable lean only, trimmed to 0_ fat, all grades, cooked, roasted",1,13329,direct
7045,7027,"Alcoholic beverage, daiquiri, canned",usda,"Alcoholic beverage, daiquiri, canned",1,13543,direct
7046,7028,"Alcoholic beverage, daiquiri, prepared-from-recipe",usda,"Alcoholic beverage, daiquiri, prepared-from-recipe",1,8138,direct
7047,7029,"Alcoholic beverage, beer, light, low carb",usda,"Alcoholic beverage, beer, light, low carb",1,3347,direct
7048,7030,"Candies, milk chocolate coated raisins",usda,"Candies, milk chocolate coated raisins",1,4793,direct
7049,7031,"Syrups, table blends, pancake, reduced-calorie",usda,"Syrups, table blends, pancake, reduced-calorie",1,11270,direct
7050,7032,"Syrups, table blends, pancake",usda,"Syrups, table blends, pancake",1,11950,direct
7051,7033,"Candies, truffles, prepared-from-recipe",usda,"Candies, truffles, prepared-from-recipe",1,6397,direct
7052,7034,"Candies, peanut bar",usda,"Candies, peanut bar",1,127,direct
7053,7035,"Candies, peanut brittle, prepared-from-recipe",usda,"Candies, peanut brittle, prepared-from-recipe",1,976,direct
7054,7036,"Candies, sesame crunch",usda,"Candies, sesame crunch",1,12188,direct
7055,7037,"Cocoa, dry powder, unsweetened",usda,"Cocoa, dry powder, unsweetened",1,2556,direct
7056,7038,"Cocoa, dry powder, unsweetened, processed with alkali",usda,"Cocoa, dry powder, unsweetened, processed with alkali",1,10264,direct
7057,7039,"Desserts, egg custard, baked, prepared-from-recipe",usda,"Desserts, egg custard, baked, prepared-from-recipe",1,5202,direct
7058,7040,"Gelatin desserts, dry mix, prepared with water",usda,"Gelatin desserts, dry mix, prepared with water",1,3942,direct
7059,7041,"Gelatin desserts, dry mix, reduced calorie, with aspartame",usda,"Gelatin desserts, dry mix, reduced calorie, with aspartame",1,6900,direct
7060,7042,"Gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water",usda,"Gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water",1,11306,direct
7061,7043,"Gelatins, dry powder, unsweetened",usda,"Gelatins, dry powder, unsweetened",1,11668,direct
7062,7044,"Puddings, chocolate, dry mix, instant, prepared with whole milk",usda,"Puddings, chocolate, dry mix, instant, prepared with whole milk",1,9839,direct
7063,7045,"Desserts, apple crisp, prepared-from-recipe",usda,"Desserts, apple crisp, prepared-from-recipe",1,403,direct
7064,7046,"Flan, caramel custard, dry mix",usda,"Flan, caramel custard, dry mix",1,14068,direct
7065,7047,"Puddings, chocolate, dry mix, regular",usda,"Puddings, chocolate, dry mix, regular",1,11589,direct
7066,7048,"Puddings, chocolate, dry mix, regular, prepared with whole milk",usda,"Puddings, chocolate, dry mix, regular, prepared with whole milk",1,13793,direct
7067,7049,"Puddings, rice, dry mix, prepared with whole milk",usda,"Puddings, rice, dry mix, prepared with whole milk",1,8432,direct
7068,7050,"Puddings, tapioca, dry mix",usda,"Puddings, tapioca, dry mix",1,6828,direct
7069,7051,"Puddings, tapioca, dry mix, prepared with whole milk",usda,"Puddings, tapioca, dry mix, prepared with whole milk",1,12285,direct
7070,7052,"Puddings, vanilla, ready-to-eat",usda,"Puddings, vanilla, ready-to-eat",1,8579,direct
7071,7053,"Puddings, vanilla, dry mix, regular",usda,"Puddings, vanilla, dry mix, regular",1,1194,direct
7072,7054,"Puddings, vanilla, dry mix, regular, prepared with whole milk",usda,"Puddings, vanilla, dry mix, regular, prepared with whole milk",1,6161,direct
7073,7055,"Puddings, rice, dry mix, prepared with 2% milk",usda,"Puddings, rice, dry mix, prepared with 2% milk",1,1183,direct
7074,7056,"Puddings, tapioca, dry mix, prepared with 2% milk",usda,"Puddings, tapioca, dry mix, prepared with 2% milk",1,11358,direct
7075,7057,"Frozen novelties, ice type, fruit, no sugar added",usda,"Frozen novelties, ice type, fruit, no sugar added",1,2708,direct
7076,7058,"Puddings, tapioca, ready-to-eat",usda,"Puddings, tapioca, ready-to-eat",1,11907,direct
7077,7059,"Puddings, coconut cream, dry mix, regular, prepared with 2% milk",usda,"Puddings, coconut cream, dry mix, regular, prepared with 2% milk",1,4542,direct
7078,7060,"Desserts, rennin, chocolate, dry mix",usda,"Desserts, rennin, chocolate, dry mix",1,12180,direct
7079,7061,"Rennin, chocolate, dry mix, prepared with whole milk",usda,"Rennin, chocolate, dry mix, prepared with whole milk",1,4468,direct
7080,7062,"Frostings, coconut-nut, ready-to-eat",usda,"Frostings, coconut-nut, ready-to-eat",1,10360,direct
7081,7063,"Frostings, cream cheese-flavor, ready-to-eat",usda,"Frostings, cream cheese-flavor, ready-to-eat",1,1182,direct
7082,7064,"Frostings, vanilla, creamy, ready-to-eat",usda,"Frostings, vanilla, creamy, ready-to-eat",1,7848,direct
7083,7065,"Flan, caramel custard, dry mix, prepared with 2% milk",usda,"Flan, caramel custard, dry mix, prepared with 2% milk",1,4862,direct
7084,7066,"Frostings, chocolate, creamy, dry mix",usda,"Frostings, chocolate, creamy, dry mix",1,12663,direct
7085,7067,"Frostings, white, fluffy, dry mix, prepared with water",usda,"Frostings, white, fluffy, dry mix, prepared with water",1,8030,direct
7086,7068,"Ice creams, vanilla, light, no sugar added",usda,"Ice creams, vanilla, light, no sugar added",1,14102,direct
7087,7069,"Frozen novelties, fruit and juice bars",usda,"Frozen novelties, fruit and juice bars",1,9992,direct
7088,7070,"Ice creams, chocolate, light, no sugar added",usda,"Ice creams, chocolate, light, no sugar added",1,8600,direct
7089,7071,"Candies, dark chocolate coated coffee beans",usda,"Candies, dark chocolate coated coffee beans",1,10188,direct
7090,7072,"Snacks, fruit leather, pieces, with vitamin C",usda,"Snacks, fruit leather, pieces, with vitamin C",1,10684,direct
7091,7073,"Candies, milk chocolate coated coffee beans",usda,"Candies, milk chocolate coated coffee beans",1,6636,direct
7092,7074,"Frozen novelties, ice type, lime",usda,"Frozen novelties, ice type, lime",1,760,direct
,7075,Honey,dravya,Honey,1,8368,direct
7094,7076,Jams and preserves,usda,Jams and preserves,1,542,direct
7095,7077,Jellies,usda,Jellies,1,14123,direct
7096,7078,"Puddings, banana, dry mix, instant",usda,"Puddings, banana, dry mix, instant",1,10904,direct
7097,7079,"Puddings, banana, dry mix, instant, prepared with whole milk",usda,"Puddings, banana, dry mix, instant, prepared with whole milk",1,4382,direct
7098,7080,"Puddings, banana, dry mix, regular",usda,"Puddings, banana, dry mix, regular",1,3580,direct
7099,7081,"Puddings, lemon, dry mix, instant",usda,"Puddings, lemon, dry mix, instant",1,9367,direct
,7082,"Sugars, granulated",dravya,"Sugars, granulated",1,6714,direct
7101,7083,"Sugars, powdered",usda,"Sugars, powdered",1,13962,direct
7102,7084,"Sugars, maple",usda,"Sugars, maple",1,384,direct
